team,match_up,game_date,w_l,min,pts,fgm,fga,fgp,tpm,tpa,tpp,ftm,fta,ftp,oreb,dreb,reb,ast,stl,blk,tov,pf,p_m,offrtg,derftg,netrtg,astp,astto,astr,orebp,drebp,rebp,tovp,efgp,tsp,pace,pie
MIN,MIN @ PHX,44589,L,240,124,44,90,48.9,14,39,35.9,22,27,81.5,8,30,38,20,7,6,7,26,-10,122.8,132.7,-9.9,45.5,2.86,15.4,18.4,71.7,44.2,6.9,56.7,60.9,101,43.5
MIN,MIN @ GSW,44588,L,240,115,42,95,44.2,10,44,22.7,21,27,77.8,10,31,41,22,10,4,9,15,-9,111.7,119.2,-7.6,52.4,2.44,15.8,25.5,76.2,47.4,8.7,49.5,53.8,103.5,45.8
MIN,MIN @ POR,44586,W,240,109,36,82,43.9,14,43,32.6,23,31,74.2,11,38,49,21,8,10,17,19,2,107.9,104.9,3,58.3,1.24,15.7,26,69,49.1,16.8,52.4,57,101.5,53.9
MIN,MIN vs. BKN,44584,W,240,136,48,92,52.2,14,32,43.8,26,31,83.9,10,27,37,24,11,7,9,17,11,133.3,122.5,10.8,50,2.67,17.5,23.9,58.3,41.5,8.8,59.8,64.4,102,56.7
MIN,MIN @ ATL,44580,L,240,122,42,97,43.3,17,46,37,21,29,72.4,16,29,45,21,10,3,13,24,-12,120.8,132.7,-11.9,50,1.62,14.7,40.4,73.8,54.5,12.9,52.1,55.6,101,40.5
MIN,MIN @ NYK,44579,W,240,112,35,81,43.2,13,41,31.7,29,38,76.3,8,30,38,21,10,6,13,25,2,112,111.1,0.9,60,1.62,15.6,27.5,69.6,47.4,13,51.2,57.3,99.5,52.4
MIN,MIN vs. GSW,44577,W,240,119,45,91,49.5,16,43,37.2,13,20,65,6,41,47,30,8,9,16,21,20,115.5,95.2,20.3,66.7,1.88,21,20,80.4,50.5,15.5,58.2,59.6,103.5,58.8
MIN,MIN @ MEM,44574,L,240,108,41,96,42.7,15,48,31.3,11,14,78.6,12,34,46,23,4,8,18,26,-8,104.9,111.5,-6.7,56.1,1.28,16.1,31,65.5,47.8,17.5,50.5,52.9,103.5,41.3
MIN,MIN @ NOP,44572,L,240,125,42,86,48.8,18,39,46.2,23,31,74.2,9,23,32,27,11,4,13,24,-3,123.8,126.7,-3,64.3,2.08,19.3,29.2,64.9,44.7,12.9,59.3,62.7,101,48.3
MIN,MIN @ HOU,44570,W,240,141,55,108,50.9,15,42,35.7,16,21,76.2,18,38,56,37,10,10,11,22,18,129.4,112.8,16.5,67.3,3.36,22.4,33.3,73.2,53.1,10.1,57.9,60.1,109,57.5
MIN,MIN @ OKC,44568,W,240,135,50,90,55.6,17,41,41.5,18,25,72,8,37,45,39,12,8,15,18,30,129.8,101.9,27.9,78,2.6,25.3,28.9,69.6,51.5,14.4,65,66.8,103.5,65.2
MIN,MIN vs. OKC,44566,W,240,98,36,90,40,12,44,27.3,14,20,70,15,40,55,23,11,7,16,16,8,100,92.8,7.2,63.9,1.44,16.4,33.3,67.8,50.9,16.3,46.7,49.6,97.5,55
MIN,MIN @ LAC,44564,W,240,122,49,93,52.7,16,45,35.6,8,9,88.9,11,29,40,34,9,4,17,14,18,122,105.1,16.9,69.4,2,22.8,33.3,79.5,54.8,17,61.3,62.9,99.5,56.5
MIN,MIN @ LAL,44563,L,240,103,41,92,44.6,9,38,23.7,12,16,75,20,36,56,21,9,2,24,22,-5,103,106.9,-3.9,51.2,0.88,14.6,43.4,84.1,61.9,24,49.5,52,100.5,46.6
MIN,MIN @ UTA,44561,L,240,108,40,93,43,14,41,34.1,14,22,63.6,11,30,41,23,9,5,10,30,-12,108,120,-12,57.5,2.3,16.8,24.1,66.7,42.7,10,50.5,52.6,100,42.7
MIN,MIN vs. NYK,44558,L,240,88,34,85,40,7,38,18.4,13,20,65,10,35,45,22,6,11,11,22,-8,94.6,104.3,-9.7,64.7,2,16.9,26.8,62.7,45.2,11.8,44.1,46.9,92.5,50
MIN,MIN vs. BOS,44557,W,240,108,40,90,44.4,14,34,41.2,14,19,73.7,11,42,53,30,7,5,14,17,5,108,103,5,75,2.14,21,26.4,70.5,50,14,52.2,54.9,100,54.4
MIN,MIN @ UTA,44553,L,240,116,45,101,44.6,17,45,37.8,9,12,75,15,29,44,29,7,4,14,19,-12,116,125.5,-9.5,64.4,2.07,19.6,33.9,64.4,47.5,14,53,54.6,101,43.2
MIN,MIN @ DAL,44551,L,240,102,36,79,45.6,13,40,32.5,17,20,85,9,30,39,26,4,5,17,22,-12,108.5,120,-11.5,72.2,1.53,20.2,20,68.1,44.6,18.1,53.8,58.1,94.5,42.3
MIN,MIN vs. DAL,44549,W,240,111,36,77,46.8,15,34,44.1,24,31,77.4,6,31,37,26,6,3,9,22,6,118.1,114.1,4,72.2,2.89,20.3,19.6,76.6,48.4,9.6,56.5,61.2,93,52.1
MIN,MIN vs. LAL,44547,W,240,110,41,98,41.8,12,44,27.3,16,24,66.7,15,46,61,23,13,6,15,25,18,102.8,86,16.8,56.1,1.53,15.5,29.5,92.5,58.8,14,48,50.7,107,59.6
MIN,MIN @ DEN,44545,W,240,124,45,88,51.1,23,48,47.9,11,16,68.8,6,33,39,24,10,5,12,23,17,124,107,17,53.3,2,18,20,70.8,46.2,12,64.2,65.2,100,53.4
MIN,MIN @ POR,44542,W,240,116,38,85,44.7,14,36,38.9,26,32,81.3,10,32,42,23,9,2,17,22,5,116,109.9,6.1,60.5,1.35,16.4,33.3,68.8,50.5,17,52.9,58.5,100.5,50.8
MIN,MIN vs. CLE,44540,L,240,106,36,92,39.1,11,39,28.2,23,28,82.1,10,30,40,24,9,5,14,19,-17,101.9,117.1,-15.2,66.7,1.71,16.8,25.4,78,47,13.5,45.1,50.8,104.5,38.9
MIN,MIN vs. UTA,44538,L,240,104,38,95,40,17,47,36.2,11,17,64.7,9,28,37,19,9,3,16,17,-32,100,130.8,-30.8,50,1.19,13.8,25.8,81.6,47,15.4,48.9,50.7,104,33.7
MIN,MIN vs. ATL,44536,L,240,110,39,98,39.8,17,40,42.5,15,19,78.9,16,34,50,22,9,5,8,17,-11,112.2,123.5,-11.2,56.4,2.75,15.9,31.7,70.6,49.5,8.2,48.5,51.7,98,44.9
MIN,MIN @ BKN,44533,L,240,105,36,93,38.7,13,42,31,20,24,83.3,16,28,44,22,5,4,18,25,-5,101.9,105.8,-3.8,61.1,1.22,15.1,36.2,74.4,52.5,17.5,45.7,50.7,103.5,44.4
MIN,MIN @ WAS,44531,L,240,107,37,88,42,11,37,29.7,22,26,84.6,12,27,39,15,3,6,13,23,-8,108.1,115,-6.9,40.5,1.15,11.7,25.9,65.3,44.7,13.1,48.3,53.8,99.5,37.9
MIN,MIN vs. IND,44529,W,240,100,36,82,43.9,9,35,25.7,19,26,73.1,8,39,47,25,8,5,14,25,2,100,98,2,69.4,1.79,18.5,20.4,71.9,48.1,14,49.4,53.5,100,50.6
MIN,MIN @ PHI,44527,W,290,121,48,96,50,14,36,38.9,11,16,68.8,11,43,54,22,7,6,21,31,1,107.1,107.1,-0.1,45.8,1.05,14.8,30,72.6,53.6,18.6,57.3,58.7,93.1,50
MIN,MIN @ CHA,44526,L,240,115,45,100,45,11,35,31.4,14,19,73.7,15,30,45,24,8,6,12,20,-18,111.7,127.9,-16.2,53.3,2,16.6,31,80,51,11.7,50.5,53.1,103.5,41.4
MIN,MIN vs. MIA,44524,W,240,113,38,93,40.9,18,55,32.7,19,21,90.5,15,37,52,24,10,7,18,26,12,110.8,97.1,13.7,63.2,1.33,16.8,30.9,85.1,55.9,17.6,50.5,55.3,103,55.6
MIN,MIN @ NOP,44522,W,240,110,40,100,40,10,44,22.7,20,28,71.4,21,28,49,21,14,9,12,20,14,110,97,13,52.5,1.75,14.4,40.6,61.5,50,12,45,49,99.5,55.5
MIN,MIN vs. MEM,44520,W,240,138,49,91,53.8,20,41,48.8,20,28,71.4,18,32,50,28,12,6,13,26,43,140.8,97.9,42.9,57.1,2.15,19.2,42.6,66.1,55.3,13.3,64.8,66.8,97.5,71.7
MIN,MIN vs. SAS,44518,W,240,115,41,86,47.7,21,49,42.9,12,15,80,12,35,47,30,5,9,13,17,25,122.3,94.7,27.6,73.2,2.31,22.1,27.7,76.9,53.5,13.8,59.9,62.1,94.5,58.2
MIN,MIN vs. SAC,44517,W,240,107,41,82,50,10,36,27.8,15,18,83.3,10,25,35,20,8,10,17,24,10,111.5,102.1,9.4,48.8,1.18,15.4,32.6,50,42.9,17.7,56.1,59.5,95.5,60.9
MIN,MIN vs. PHX,44515,L,240,96,31,85,36.5,13,44,29.5,21,27,77.8,13,41,54,18,8,3,21,28,-3,92.3,97.1,-4.8,58.1,0.86,12.9,30.5,75,52.2,20.2,44.1,49.5,103,45.3
MIN,MIN @ LAC,44513,L,240,102,40,102,39.2,11,36,30.6,11,16,68.8,12,29,41,25,8,6,11,15,-27,98.1,122.9,-24.8,62.5,2.27,17.1,25.4,67.4,42.5,10.6,44.6,46.8,104.5,35.3
MIN,MIN @ LAL,44512,W,240,107,43,94,45.7,12,37,32.4,9,12,75,14,40,54,24,10,4,16,21,24,110.3,86.5,23.9,55.8,1.5,17,37.7,73.2,56,16.5,52.1,53.9,96.5,60.9
MIN,MIN @ GSW,44510,L,240,110,39,95,41.1,17,44,38.6,15,20,75,17,23,40,30,8,4,17,28,-13,110,121.8,-11.8,76.9,1.76,19.6,39,51.1,44.3,17,50,53,100.5,39.4
MIN,MIN @ MEM,44508,L,265,118,41,97,42.3,17,45,37.8,19,23,82.6,15,30,45,23,7,8,16,27,-7,112.4,120.2,-7.8,56.1,1.44,15.6,32.2,65.3,47.2,15.2,51,55.1,94.64,42
MIN,MIN vs. LAC,44505,L,240,84,31,89,34.8,17,52,32.7,5,7,71.4,7,35,42,17,8,7,22,33,-20,80.8,101,-20.2,54.8,0.77,12.8,20,67.3,42.6,21.2,44.4,45.6,103.5,26.6
MIN,MIN vs. LAC,44503,L,240,115,43,94,45.7,14,40,35,15,16,93.8,15,24,39,27,11,2,17,16,-11,116.2,123.5,-7.4,62.8,1.59,18.9,33.3,77.4,50,17.2,53.2,56.9,100.5,42.7
MIN,MIN vs. ORL,44501,L,240,97,36,97,37.1,14,51,27.5,11,19,57.9,16,31,47,21,8,1,14,20,-18,98,115,-17,58.3,1.5,14.9,32.3,70.2,48.2,14.1,44.3,46,99.5,37.7
MIN,MIN vs. DEN,44499,L,240,91,35,89,39.3,13,41,31.7,8,9,88.9,15,31,46,21,8,6,20,23,-2,94.8,95.9,-1.1,60,1.05,15.6,32.7,62.3,47.2,20.8,46.6,48.9,96.5,42.8
MIN,MIN @ MIL,44496,W,240,113,43,91,47.3,13,45,28.9,14,17,82.4,10,39,49,29,5,4,17,20,5,113,108,5,67.4,1.71,20,32.7,72.4,54.2,17,54.4,57.4,100,53.8
MIN,MIN vs. NOP,44494,L,240,98,31,90,34.4,15,50,30,21,27,77.8,11,30,41,20,10,7,11,19,-9,96.1,105.9,-9.9,64.5,1.82,14.7,23.8,66,42.5,10.8,42.8,48.1,101.5,43.4
MIN,MIN vs. NOP,44492,W,240,96,39,96,40.6,12,38,31.6,6,10,60,13,34,47,22,13,8,20,25,7,90.6,84.8,5.8,56.4,1.1,15.3,28.8,59,44.2,18.9,46.9,47.8,105.5,57.2
MIN,MIN vs. HOU,44489,W,240,124,42,87,48.3,16,38,42.1,24,31,77.4,13,33,46,26,18,12,18,22,18,114.8,98.1,16.7,61.9,1.44,17.6,29.2,68.6,49.5,16.7,57.5,61.6,108,62.6
MIL,MIL @ CLE,44661,L,240,115,39,88,44.3,12,30,40,25,32,78.1,8,33,41,27,7,2,12,14,-18,109.5,127.9,-18.4,69.2,2.25,18.9,23.1,77.8,48.5,11.4,51.1,56.3,104.5,43.5
MIL,MIL @ DET,44659,W,240,131,50,101,49.5,11,37,29.7,20,23,87,10,41,51,29,7,1,8,20,30,126,96.2,29.8,58,3.63,19.7,26.4,78.6,53.2,7.7,55,58.9,104.5,61.6
MIL,MIL vs. BOS,44658,W,240,127,49,97,50.5,14,38,36.8,15,21,71.4,14,34,48,27,13,5,11,19,6,122.1,117.5,4.6,55.1,2.45,18.5,30.8,80,53.6,10.6,57.7,59.8,103.5,51.1
MIL,MIL @ CHI,44656,W,240,127,46,87,52.9,12,35,34.3,23,25,92,8,39,47,32,8,8,14,19,21,123.3,105,18.4,69.6,2.29,21.8,28.6,71.4,53.1,13.6,59.8,64.8,102,63.2
MIL,MIL vs. DAL,44654,L,240,112,42,95,44.2,15,40,37.5,13,18,72.2,10,26,36,25,9,1,9,22,-6,116.7,121.6,-5,59.5,2.78,18.4,29.1,84.2,51.6,9.4,52.1,54.4,96.5,43
MIL,MIL vs. LAC,44652,L,240,119,50,94,53.2,8,25,32,11,18,61.1,13,25,38,30,6,5,15,19,-34,119,154.5,-35.5,60,2,20.4,36.7,65,49.4,15,57.4,58.4,99.5,39
MIL,MIL @ BKN,44651,W,265,120,40,89,44.9,12,41,29.3,28,34,82.4,11,46,57,17,12,3,23,14,1,105.3,105.3,0,42.5,0.74,11.6,30.2,87,58.9,20.2,51.7,57.7,102.79,50.9
MIL,MIL @ PHI,44649,W,240,118,44,88,50,14,38,36.8,16,23,69.6,9,39,48,26,5,4,11,17,2,121.6,118.4,3.3,59.1,2.36,19.3,24.5,79.6,52,11.3,58,60.1,97.5,50.8
MIL,MIL @ MEM,44646,L,240,102,37,93,39.8,7,32,21.9,21,26,80.8,14,32,46,19,4,7,14,21,-25,102,124.5,-22.5,51.4,1.36,13.9,31,64.3,47.4,14,43.5,48.8,101,35.4
MIL,MIL vs. WAS,44644,W,240,114,42,81,51.9,16,35,45.7,14,16,87.5,4,37,41,23,5,2,16,17,12,117.5,105.2,12.4,54.8,1.44,18.1,20.5,75,51.6,16.5,61.7,64.7,97,54.4
MIL,MIL vs. CHI,44642,W,240,126,50,82,61,12,28,42.9,14,20,70,5,48,53,26,4,6,15,12,28,126,98,28,52,1.73,19.7,17.6,87.5,61.1,15,68.3,69.4,100,63.7
MIL,MIL @ MIN,44639,L,240,119,43,97,44.3,19,52,36.5,14,17,82.4,14,37,51,27,6,4,14,18,-19,113.3,130.2,-16.9,62.8,1.93,18.2,29.6,79.2,52.9,13.3,54.1,56.9,105.5,43.4
MIL,MIL @ SAC,44636,W,240,135,47,89,52.8,18,35,51.4,23,32,71.9,8,39,47,21,12,3,13,19,9,122.7,115.6,7.1,44.7,1.62,14.9,21.3,82.4,53.1,11.8,62.9,65.5,109.5,53.6
MIL,MIL @ UTA,44634,W,240,117,40,86,46.5,12,31,38.7,25,29,86.2,6,36,42,21,10,3,14,19,6,114.7,109.9,4.8,52.5,1.5,15.7,25,69,49.1,13.7,53.5,59.2,101.5,56.1
MIL,MIL @ GSW,44632,L,240,109,38,92,41.3,17,44,38.6,16,23,69.6,8,31,39,27,8,2,5,16,-13,112.4,125.8,-13.4,71.1,5.4,19.9,20.3,65.3,40.7,5.2,50.5,53.4,97,42.9
MIL,MIL vs. ATL,44629,W,240,124,47,94,50,12,35,34.3,18,23,78.3,11,39,50,24,7,2,9,19,9,125.3,113.9,11.4,51.1,2.67,17.8,23.5,84.8,52.6,9.1,56.4,59.5,100,51.6
MIL,MIL @ OKC,44628,W,240,142,53,100,53,20,40,50,16,20,80,16,37,53,35,10,4,13,18,27,135.2,109.5,25.7,66,2.69,22.3,36,86.4,59.6,12.4,63,65.3,105,60.7
MIL,MIL vs. PHX,44626,W,240,132,47,87,54,15,32,46.9,23,29,79.3,14,34,48,31,9,6,15,19,10,132,120.8,11.2,66,2.07,21.1,39,77.8,59.3,15,62.6,66.2,100.5,54.8
MIL,MIL @ CHI,44624,W,240,118,43,88,48.9,10,31,32.3,22,33,66.7,12,38,50,20,5,5,14,18,6,115.7,109.8,5.9,46.5,1.43,14.5,30.8,82,55.9,13.7,54.5,57.5,102,51.5
MIL,MIL vs. MIA,44622,W,240,120,41,91,45.1,14,36,38.9,24,27,88.9,11,41,52,22,7,3,12,16,1,115.4,113.3,2.1,53.7,1.83,15.8,25,77.8,51.9,11.5,52.7,58.3,104.5,50.8
MIL,MIL vs. CHA,44620,W,240,130,40,91,44,18,45,40,32,37,86.5,17,45,62,25,4,5,13,28,24,126.2,103.9,22.3,62.5,1.92,17,39.6,77.4,60,12.6,53.8,60.6,102.5,64.5
MIL,MIL vs. BKN,44618,L,240,123,41,78,52.6,16,38,42.1,25,38,65.8,4,39,43,24,4,0,15,26,-3,119.4,122.3,-2.9,58.5,1.6,17.8,23.3,73.6,51,14.6,62.8,64.9,103,49.1
MIL,MIL vs. PHI,44609,L,240,120,42,95,44.2,14,44,31.8,22,28,78.6,12,32,44,20,5,1,7,22,-3,117.6,119.4,-1.8,47.6,2.86,14.8,26.4,77.3,49.5,6.9,51.6,55.9,102.5,47.5
MIL,MIL vs. IND,44607,W,240,128,48,86,55.8,10,29,34.5,22,30,73.3,9,38,47,28,7,0,15,17,9,120.8,115.5,5.2,58.3,1.87,19.6,23.8,76.9,53.2,14.2,61.6,64.5,104.5,55.1
MIL,MIL vs. POR,44606,L,240,107,38,89,42.7,13,41,31.7,18,24,75,6,37,43,18,8,3,13,18,-15,100,115.1,-15.1,47.4,1.38,13.5,16.4,71.4,44.1,12.1,50,53.7,106.5,41.5
MIL,MIL @ PHX,44602,L,240,107,40,88,45.5,10,38,26.3,17,25,68,11,28,39,18,6,4,14,22,-24,107,132.3,-25.3,45,1.29,13.5,28.3,71.4,47.4,14,51.1,54,99.5,35.1
MIL,MIL @ LAL,44600,W,240,131,52,96,54.2,15,36,41.7,12,20,60,11,31,42,31,10,4,12,24,15,128.4,114.9,13.6,59.6,2.58,20.8,34.8,72.3,53.8,11.8,62,62.5,101.5,55.1
MIL,MIL @ LAC,44598,W,240,137,48,88,54.5,19,38,50,22,27,81.5,7,43,50,28,6,4,10,15,24,133,108.7,24.4,58.3,2.8,20.1,19,78.6,53.1,9.7,65.3,68.6,103.5,60.4
MIL,MIL @ POR,44597,W,240,137,49,92,53.3,23,50,46,16,22,72.7,10,34,44,36,9,6,10,18,29,134.3,108,26.3,73.5,3.6,24,29.2,80.9,54.7,9.8,65.8,67.4,101,62.4
MIL,MIL vs. WAS,44593,W,240,112,46,92,50,12,38,31.6,8,9,88.9,8,36,44,26,7,2,9,17,14,119.1,105.4,13.8,56.5,2.89,19.8,28.3,79.6,54.7,9.6,56.5,58.4,93.5,57.7
MIL,MIL vs. DEN,44591,L,240,100,37,78,47.4,10,30,33.3,16,22,72.7,6,26,32,23,6,3,15,10,-36,103.1,140.2,-37.1,62.2,1.53,18.3,16.3,80,44.9,15.5,53.8,57,97,35.4
MIL,MIL vs. NYK,44589,W,240,123,41,89,46.1,14,43,32.6,27,31,87.1,11,36,47,27,11,1,13,24,15,121.8,106.9,14.9,65.9,2.08,18.9,29.4,76,52.5,12.9,53.9,59.9,101,58
MIL,MIL @ CLE,44587,L,240,99,37,80,46.3,9,32,28.1,16,18,88.9,10,31,41,22,7,3,19,19,-16,104.2,119.8,-15.6,59.5,1.16,16.9,31.8,70.8,52.2,20,51.9,56.3,95.5,43.2
MIL,MIL vs. SAC,44583,W,240,133,45,91,49.5,21,42,50,22,25,88,9,34,43,19,12,0,7,14,6,130.4,124.5,5.9,42.2,2.71,14.6,21.3,68,45.4,6.9,61,65.2,102,53.2
MIL,MIL vs. CHI,44582,W,240,94,34,88,38.6,6,31,19.4,20,28,71.4,11,42,53,20,3,3,8,17,4,97.9,94.7,3.2,58.8,2.5,15.4,25.4,80,51.8,8.3,42,46.9,95.5,51.3
MIL,MIL vs. MEM,44580,W,240,126,46,97,47.4,13,37,35.1,21,22,95.5,13,43,56,29,7,6,15,21,12,116.7,105.6,11.1,63,1.93,19.1,28.8,70.1,52.1,13.9,54.1,59.1,108,57.6
MIL,MIL @ ATL,44578,L,240,114,39,88,44.3,16,38,42.1,20,24,83.3,9,33,42,21,8,4,13,28,-7,111.8,117.5,-5.7,53.8,1.62,15.7,21.2,70.8,45,12.7,53.4,57.8,102.5,43.1
MIL,MIL vs. TOR,44576,L,240,96,26,77,33.8,12,39,30.8,32,35,91.4,9,32,41,19,8,8,13,23,-7,101.1,108.4,-7.4,73.1,1.46,15.2,23.5,61.8,43.4,13.7,41.6,51.9,95,47.6
MIL,MIL vs. GSW,44574,W,240,118,44,86,51.2,18,41,43.9,12,18,66.7,5,49,54,29,10,7,17,16,19,110.3,93.4,16.9,65.9,1.71,20.6,11.4,76.9,50.5,15.9,61.6,62.8,106.5,64.2
MIL,MIL @ CHA,44571,L,240,99,37,84,44,13,43,30.2,12,16,75,7,41,48,25,7,2,20,17,-4,98,102,-4,67.6,1.25,18.1,25,72.4,50.9,19.8,51.8,54.4,101,49.3
MIL,MIL @ CHA,44569,L,240,106,35,90,38.9,12,37,32.4,24,26,92.3,14,39,53,21,6,4,15,20,-8,103.9,111.8,-7.8,60,1.4,15.2,27.3,71.7,50.4,14.7,45.6,52.2,102,47.3
MIL,MIL @ BKN,44568,W,240,121,44,96,45.8,16,45,35.6,17,21,81,13,32,45,21,6,3,11,20,12,124.7,112.4,12.4,47.7,1.91,15.3,36.4,68,51.4,11.3,54.2,57.5,97,48.7
MIL,MIL vs. TOR,44566,L,240,111,38,85,44.7,17,39,43.6,18,26,69.2,9,36,45,22,10,8,18,18,-6,108.8,113.6,-4.8,57.9,1.22,15.9,29.2,72,51,17.6,54.7,57.5,102.5,49.1
MIL,MIL vs. DET,44564,L,240,106,39,92,42.4,11,46,23.9,17,22,77.3,11,36,47,21,9,2,8,12,-9,107.1,117.3,-10.3,53.8,2.63,16,22.2,74,47.1,8.1,48.4,52.1,98.5,48.2
MIL,MIL vs. NOP,44562,W,240,136,49,92,53.3,23,48,47.9,15,18,83.3,4,44,48,27,10,4,14,20,23,124.8,104.6,20.1,55.1,1.93,18.8,20,75,51.4,12.8,65.8,68.1,108.5,58.9
MIL,MIL @ ORL,44560,W,240,136,45,91,49.5,13,33,39.4,33,36,91.7,14,36,50,24,7,6,13,19,18,133.3,114.6,18.8,53.3,1.85,16.6,41.3,80.9,61.3,12.7,56.6,63.6,102.5,58.8
MIL,MIL @ ORL,44558,W,240,127,47,85,55.3,17,37,45.9,16,22,72.7,7,33,40,31,4,3,13,20,17,125.7,110,15.7,66,2.38,22.1,22,80,52.3,12.9,65.3,67.1,100.5,57.9
MIL,MIL vs. BOS,44555,W,240,117,43,91,47.3,12,33,36.4,19,27,70.4,15,33,48,24,7,6,13,20,4,117,114.1,2.9,55.8,1.85,17.1,32.7,71.2,51.9,13,53.8,56.9,99.5,51.5
MIL,MIL @ DAL,44553,W,240,102,37,82,45.1,10,36,27.8,18,22,81.8,6,41,47,26,7,5,12,16,7,106.3,99,7.3,70.3,2.17,20,18.8,81.5,52,12.5,51.2,55.6,96,56.9
MIL,MIL vs. HOU,44552,W,240,126,45,103,43.7,17,46,37,19,21,90.5,14,34,48,25,8,2,7,24,20,124.8,105,19.8,55.6,3.57,17.4,32.2,69.6,50.4,6.9,51.9,56.1,101,57.3
MIL,MIL vs. CLE,44548,L,240,90,35,89,39.3,12,38,31.6,8,11,72.7,13,31,44,18,8,4,17,15,-29,91.8,121.4,-29.6,51.4,1.06,13.7,27.3,69.6,46.5,17.3,46.1,48,98,33
MIL,MIL @ NOP,44547,L,265,112,45,104,43.3,14,47,29.8,8,10,80,12,32,44,16,12,5,13,19,-4,104.7,106.4,-1.7,35.6,1.23,11.7,23.3,69.2,44.6,12.1,50,51.7,97.81,42
MIL,MIL vs. IND,44545,W,240,114,44,90,48.9,14,29,48.3,12,15,80,10,28,38,25,10,3,9,11,15,120,102.1,17.9,56.8,2.78,19.1,22.9,68.9,45.2,9.5,56.7,59,96,55.6
MIL,MIL @ BOS,44543,L,240,103,40,90,44.4,11,36,30.6,12,15,80,11,34,45,22,8,3,14,14,-14,105.1,120.6,-15.5,55,1.57,16.4,26.9,79.5,51,14.3,50.6,53.3,97.5,43.7
MIL,MIL @ NYK,44542,W,240,112,42,88,47.7,14,41,34.1,14,17,82.4,12,34,46,27,11,1,15,12,15,116.7,100,16.7,64.3,1.8,19.6,31.3,77.6,54.6,15.6,55.7,58.7,96.5,56.8
MIL,MIL @ HOU,44540,W,240,123,42,83,50.6,15,39,38.5,24,32,75,13,35,48,19,11,8,15,21,9,120.6,112.9,7.7,45.2,1.27,14.1,31.8,72.5,53.7,14.7,59.6,63.3,101.5,56
MIL,MIL @ MIA,44538,L,240,104,36,85,42.4,12,39,30.8,20,27,74.1,12,29,41,18,11,4,19,20,-9,104,111.9,-7.9,50,0.95,13.4,29.1,81.1,50,19,49.4,53.7,100.5,40.5
MIL,MIL vs. CLE,44536,W,240,112,40,86,46.5,13,32,40.6,19,24,79.2,8,45,53,21,7,5,17,20,8,109.8,102,7.8,52.5,1.24,15.4,27.7,83.6,57.8,16.7,54.1,58,102,52.5
MIL,MIL vs. MIA,44534,W,240,124,44,98,44.9,18,50,36,18,20,90,19,38,57,32,3,6,14,22,22,125.3,105.2,20.1,72.7,2.29,20.9,43.6,75.9,59.6,14.1,54.1,58.1,98,58
MIL,MIL @ TOR,44532,L,240,93,32,85,37.6,11,31,35.5,18,25,72,16,31,47,16,4,4,15,12,-4,103.3,109,-5.7,50,1.07,12.4,40.4,61.1,50.5,16.7,44.1,48.4,89.5,45.9
MIL,MIL vs. CHA,44531,W,240,127,46,94,48.9,14,36,38.9,21,26,80.8,9,36,45,29,10,1,13,20,2,119.8,116.8,3,63,2.23,19.9,24,80,50.5,12.3,56.4,60.2,106.5,50.8
MIL,MIL @ IND,44528,W,240,118,46,90,51.1,8,35,22.9,18,22,81.8,13,39,52,27,7,3,14,14,18,118,100,18,58.7,1.93,19.1,29.8,75,54.4,14,55.6,59.2,100,62.1
MIL,MIL @ DEN,44526,W,240,120,46,73,63,16,33,48.5,12,20,60,5,39,44,24,3,7,22,14,11,125,113.5,11.5,52.2,1.09,18.6,29,76.9,59,22.9,74,73.3,96,57.8
MIL,MIL vs. DET,44524,W,240,114,42,87,48.3,15,36,41.7,15,17,88.2,10,46,56,23,5,6,16,18,21,111.8,92.1,19.7,54.8,1.44,16.8,25.5,81,57.3,15.7,56.9,60.3,101.5,64.6
MIL,MIL vs. ORL,44522,W,240,123,44,94,46.8,18,45,40,17,24,70.8,13,42,55,28,10,7,13,22,31,124.2,92.9,31.3,63.6,2.15,19.2,37.7,67.7,53.9,13.1,56.4,58.8,99,67.4
MIL,MIL vs. ORL,44520,W,240,117,37,82,45.1,19,40,47.5,24,37,64.9,11,49,60,25,6,5,14,18,9,112.5,103.8,8.7,67.6,1.79,17.7,24,82,55.9,13.5,56.7,59.5,104,58.8
MIL,MIL vs. OKC,44519,W,240,96,31,83,37.3,12,41,29.3,22,26,84.6,6,47,53,21,9,5,13,18,7,97,90.8,6.2,67.7,1.62,16.3,20.4,76.2,50.4,13.1,44.6,50.8,98.5,60.2
MIL,MIL vs. LAL,44517,W,240,109,40,87,46,12,37,32.4,17,24,70.8,9,43,52,22,9,4,15,10,7,104.8,99,5.8,55,1.47,16.3,19.6,77.2,50,14.4,52.9,55.9,103.5,55.5
MIL,MIL @ ATL,44514,L,240,100,38,84,45.2,14,41,34.1,10,16,62.5,4,26,30,24,8,3,11,17,-20,103.1,123.7,-20.6,63.2,2.18,18.8,16.7,58,37.8,11.3,53.6,54.9,97,43.2
MIL,MIL @ BOS,44512,L,265,113,44,98,44.9,16,47,34,9,11,81.8,12,27,39,23,7,3,13,19,-9,110.8,118.4,-7.7,52.3,1.77,16.3,29.1,58,42.9,12.7,53.1,54.9,92.83,43.2
